landmark_id,x,y
729,4.951917,7.6978707
730,12.1323595,8.20863
731,3.7531347,20.541176
732,12.283965,6.355502
733,13.3146305,11.856667
734,6.51741,8.733091
735,11.9499235,4.53208
736,4.414655,6.66204
737,11.825597,16.063063
738,11.992914,5.6384163
739,20.260443,19.984135
740,14.322214,2.588838
741,19.59909,4.4295034
742,10.977636,4.249047
743,11.12562,14.582251
744,12.705768,9.402594
745,11.5649805,15.641097
746,19.568523,15.346245
747,15.803017,0.1282578
748,15.957822,2.6165855
749,1.0956781,12.223915
750,2.7628582,11.92509
751,12.678496,10.420423
752,3.648719,3.9112282
753,5.6654005,19.003872
754,3.0078678,2.9770484
755,14.171109,12.747945
756,12.958406,4.388102
757,4.0883427,8.78682
758,8.049301,19.907438
759,10.500982,6.1682134
760,3.5003557,1.454402
761,15.272934,2.3990314
762,11.996058,3.7928724
763,14.210082,2.1537414
764,15.561078,3.975453
765,12.708674,10.067158
766,4.076403,0.32712072
767,20.185892,12.87713
768,20.971823,16.671879
769,7.632724,18.022535
770,10.49341,8.553066
771,6.0173726,7.734594
772,3.7949824,0.9367223
773,11.511739,9.82258
774,-0.21025392,-0.8763573
775,4.6573324,5.3164153
776,11.971834,14.825338
777,14.862521,4.611184
778,16.446781,20.225466
779,2.900261,3.4976718
780,19.386763,19.397388
781,3.6198184,3.675755
782,6.2849617,8.178258
783,3.9808674,6.1623063
784,-1.0232514,17.460382
785,12.49372,9.552834
786,3.7364714,5.0467095
787,0.45549703,12.009644
788,15.733029,-0.4057216
789,20.170414,20.110598
790,16.145966,4.973272
791,3.2394645,6.2868695
792,11.70323,8.043603
793,11.438746,4.7140746
794,0.5712887,1.7592481
795,3.5572848,11.315168
796,5.0316286,6.8704605
797,4.453197,3.214515
798,15.80719,-0.19539896
799,19.739779,1.239906
800,15.404173,20.003305
801,3.8892686,7.9076543
802,16.236506,19.56646
803,13.691021,4.8713174
804,2.3710291,19.29654
805,16.966892,-0.57009923
806,7.8872313,20.203506
807,7.81264,20.13943
808,3.4254658,6.616009
809,5.6518455,8.856944
810,12.556545,13.416153
811,16.94679,0.04665845
812,7.8172665,17.349905
813,11.970573,15.792471
814,11.858013,16.26653
815,9.778491,15.862496
816,17.540003,-0.68445027
817,15.51137,12.062513
818,9.982915,16.387001
819,12.138594,4.353479
820,2.2554522,11.239595
821,0.30000046,14.336392
822,11.840578,5.0496936
823,3.1742013,12.0505085
824,4.134686,5.602005
825,13.842405,13.225546
826,4.7425356,4.9802184
827,12.370001,11.155805
828,6.298553,6.752656
829,5.831262,8.788432
830,4.4486313,5.6160555
831,3.787816,12.580992
832,0.5267461,13.646597
833,4.038573,3.5920875
834,12.260883,8.12086
835,10.836149,8.172112
836,6.891803,8.984435
837,18.810846,12.415081
838,13.026953,10.275266
839,12.238666,6.3593316
840,1.4007026,18.597551
841,12.599139,14.279345
842,12.059264,15.255644
843,6.834363,19.413149
844,20.055172,12.011525
845,2.2693262,2.7927737
846,14.056173,12.402576
847,11.787785,5.1548
848,10.747865,8.629543
849,6.955739,7.8041115
850,15.430393,12.618978
851,0.15602592,15.403978
852,3.388617,4.4919853
853,15.820434,11.372011
854,-0.15334673,11.899657
855,11.139547,13.463696
856,13.213751,10.02781
857,0.20956214,11.840253
858,20.26722,13.007868
859,12.497722,5.1097617
860,14.787127,4.28632
861,10.612854,8.490415
862,11.247316,13.8562355
863,7.264582,19.938345
864,12.335293,11.44327
865,12.811539,10.249582
866,4.3688765,-0.33313406
867,11.1514015,11.563104
868,17.538652,19.855505
869,10.714088,7.804002
870,14.489586,3.1640334
871,6.0317144,7.9287376
872,1.2750589,18.894787
873,15.353606,12.783771
874,11.279695,7.501898
875,20.801702,18.292648
876,18.932373,12.249838
877,4.132498,5.298893
878,11.506416,12.234802
879,15.326572,2.574531
880,3.622154,3.6686542
881,3.0298648,4.4396973
882,10.670628,15.2875
